listing_id;description;room_type;price;neighborhood_full;host_name;last_review
8192443;#NAME?;private room;60 dollars;Brooklyn, Williamsburg;John;21/06/2023
8192789;Spacious Private Parlor Suite in Heart of Harlem;entire home/apt;150 dollars;Manhattan, Harlem;Basil And Jacqueline;21/06/2008
8204305;Gorgeous Penthouse next to Central Park;private room;92 dollars;Manhattan, Upper West Side;Pratik;21/06/2014
8206060;2 bed duplex with private garden!;Entire home/apt;325 dollars;Brooklyn, Bedford-Stuyvesant;Leela;21/06/2029
8208090;Modern private apartment in historic brownstone;Entire home/apt;200 dollars;Brooklyn, Bushwick;Damien;21/06/2018
8208285;Cute East Village 2 Bedroom Apt.;Entire home/apt;180 dollars;Manhattan, East Village;Amy;21/06/2019
8210379;Comfy garden level room at Brooklyn&Breakfast;PRIVATE ROOM;60 dollars;Brooklyn, Prospect Heights;Brooklyn&   Breakfast    -Len-;21/07/2006
8210423;Chelsea Charm: shared apartment;Private room;95 dollars;Manhattan, Chelsea;Essam;21/06/2026
8210840;Penthouse Dream in Brooklyn;Entire home/apt;230 dollars;Brooklyn, Bedford-Stuyvesant;Amy;21/06/2027
8213227;-CENTRAL PARK - 3 stops by subway(32'' TV room);private room;42 dollars;Manhattan, Harlem;Gordon M;21/05/2001
8213488;Bed-Stuy Gem with Private Entrance;Private room;70 dollars;Brooklyn, Bedford-Stuyvesant;Bridgett;21/06/2027
8217454;The Notorious B.N.B. {Custom};PRIVATE ROOM;199 dollars;Brooklyn, Clinton Hill;Jessica;21/01/2003
8219648;Beautiful Apartment in Manhattan NYC;Private room;65 dollars;Manhattan, Washington Heights;Chester;21/07/2005
8222742;Lovely nest in Greenwich Village;entire home/apt;200 dollars;Manhattan, Greenwich Village;Sam And Roxanna;21/06/2020
8222951;Artsy Studio near The Brooklyn Museum;Entire home/apt;75 dollars;Brooklyn, Crown Heights;David;21/04/2008
8223230;Bright and Cozy Room Williamsburg;Private room;98 dollars;Brooklyn, Greenpoint;Lia;21/06/2021
8224368;Bushwick Brooklyn Morgantown Oasis;Private room;120 dollars;Brooklyn, Bushwick;Alec & Laura;21/06/2003
8225035;International Meeting Place_Room 4;Private room;130 dollars;Brooklyn, Flatlands;Sinaly;21/05/2027
8231648;1st Fl Comfortable Room in Manhatan;Private room;68 dollars;Manhattan, Washington Heights;Cristian;21/06/2017
8237244;Charming Studio + Private Balcony;Entire home/apt;215 dollars;Manhattan, East Village;Michael;21/03/2023
8238934;I bedroom w/ private bathroom;PRIVATE ROOM;100 dollars;Manhattan, Harlem;Crystal & Allan;21/06/2021
8239352;Private Room 12x12 close to manhattan;PRIVATE ROOM;59 dollars;Queens, Maspeth;Ashley;21/06/1930
8239650;Waterfront, perfect NYC getaway!;entire home/apt;325 dollars;Bronx, Throgs Neck;Frank And Anna;21/07/2002
8240016;Large Brooklyn Apt Artsy & Centric;entire home/apt;98 dollars;Brooklyn, Bushwick;Paul;21/06/2024
8249156;Room #3 Near Manhattan NYC.;Private room;39 dollars;Brooklyn, Brownsville;Shahana;21/05/2021
8250280;Zee's Brooklyn nest;private room;70 dollars;Brooklyn, Kensington;Nazifa;21/07/2003
8250925;NYC Lofted Room in the Lower East Side;private room;90 dollars;Manhattan, East Village;Amanda;21/06/2007
8251228;Private Bedroom Near Manhattan NYC;Private room;39 dollars;Brooklyn, Crown Heights;Shahana;21/06/2021
8252369;Cute Sunny Loft Space Williamsburg;Private room;85 dollars;Brooklyn, Williamsburg;Alice;21/06/2024
8254405;Classic Harlem --- Economy Room;Private room;42 dollars;Manhattan, Harlem;Glenda;21/06/2017
8254674;NOHO ART LOFT ON LAFAYETTE. BEST LOCATION IN NYC;ENTIRE HOME/APT;700 dollars;Manhattan, NoHo;Max;21/07/2001
8255964;Safe,Convenient,economical,Clean 2;ENTIRE HOME/APT;150 dollars;Brooklyn, Crown Heights;Danny;21/06/1930
8256749;Luis and Melanie's B and B;Entire home/apt;100 dollars;Brooklyn, Bushwick;Luis;21/06/2015
8257585;Spacious apartment in trendy neighborhood;entire home/apt;240 dollars;Manhattan, Greenwich Village;Candy;21/01/2018
8266641;2 bedroom in Stuyvesant Heights;Private room;139 dollars;Brooklyn, Bedford-Stuyvesant;Anthony;21/05/2008
8266871;Cozy, comfortable private room;Private room;38 dollars;Brooklyn, Bedford-Stuyvesant;Gabriela;21/01/2001
8268849;Private Floor in SOHO Townhouse;Private room;199 dollars;Manhattan, SoHo;Scott;21/06/2023
8269318;Dreamy Private Bedroom Near Manhattan NYC.;Private room;39 dollars;Brooklyn, Crown Heights;Shahana;21/05/2010
8269681;Sunny Clean Bedroom;Private room;75 dollars;Manhattan, East Harlem;Anamaria & Ricardo;21/01/2002
8272122;Cozy Room 4 stops from 5 avenue;private room;100 dollars;Queens, Astoria;Verena;21/07/2001
8272327;Quiet Brownstone Parlor Studio;Entire home/apt;225 dollars;Brooklyn, Cobble Hill;Nadege & Charles;21/06/1930
8272749;Prime Room with View in Brooklyn Heights;Private room;99 dollars;Brooklyn, Brooklyn Heights;Melissa;21/06/2014
8272818;Three-Story Brick Brownstone, Perfect for Families;ENTIRE HOME/APT;469 dollars;Brooklyn, Bedford-Stuyvesant;Francis & Daniele;21/01/2002
8274113;Bed-Stuy Apartment w/ Rooftop Patio;private room;67 dollars;Brooklyn, Bedford-Stuyvesant;Daniel;21/06/2022
8274440;Upper Manhattan Luxury Town Home - Mins to Midtown;Private room;180 dollars;Manhattan, Harlem;Ed;21/05/2021
8274516;Central Park west. Big Cozy Room;Private room;100 dollars;Manhattan, Upper West Side;Fernando;21/06/2022
8274931;Stunning apartment with view only 5 min from metro;Entire home/apt;85 dollars;Queens, Astoria;Nika;21/06/2003
8275346;Brooklyn Apt;PRIVATE ROOM;52 dollars;Brooklyn, Borough Park;Denise;21/05/2020
8275676;LOVELY Clean&Safe 2 BR NYC Suburban;Private room;99 dollars;Staten Island, Great Kills;Martha;21/06/1930
8276819;International Meeting Place_Room 3•;private room;130 dollars;Brooklyn, Flatlands;Sinaly;21/05/2019
8276961;Cozy 1 BR Apt- Perfect Location NYC;Entire home/apt;189 dollars;Manhattan, Hell's Kitchen;C;21/05/2006
8281340;Spacious, Townhouse Garden Apt;ENTIRE HOME/APT;121 dollars;Brooklyn, Bedford-Stuyvesant;Keith;21/01/2028
8287001;Cozy skylight room in Victorian Town House;Private room;41 dollars;Brooklyn, Flatbush;Sandra And Cary;21/04/2004
8291897;Cozy with Great location !!;Shared room;45 dollars;Brooklyn, Sheepshead Bay;Nora;21/07/2001
8293281;GREAT LOCATION QUIET BKLYN STREET;entire home/apt;125 dollars;Brooklyn, Prospect Heights;Chris;21/06/2024
8301159;Big Sunny Room in Manhattan!!! (B6);Private room;57 dollars;Manhattan, Harlem;Lilia;21/01/2002
8301850;Private top floor;Entire home/apt;160 dollars;Brooklyn, Bedford-Stuyvesant;Indira;21/06/2016
8303074;Two bedroom apt near prospect park;entire home/apt;250 dollars;Brooklyn, Crown Heights;R Demetre;21/06/2020
8303337;Your Riverside Romance: Sunny and Bright Apartment;ENTIRE HOME/APT;194 dollars;Manhattan, Morningside Heights;Mario;21/06/2022
8304809;Parkway Chic ( 2 Bedrooms);Entire home/apt;205 dollars;Brooklyn, Crown Heights;Rigoberto;21/06/2020
8308683;Couples' Nest.;entire home/apt;75 dollars;Brooklyn, Cypress Hills;Jorge;21/06/2020
8308797;shared space with Great location!!;Shared room;45 dollars;Brooklyn, Sheepshead Bay;Nora;21/07/2007
8313551;Recently renovated private floor;Entire home/apt;125 dollars;Queens, Sunnyside;Jennifer;21/07/2006
8319488;Spacious park slope 2 bedroom;Entire home/apt;300 dollars;Brooklyn, Park Slope;Andrew;21/06/1930
8321236;Conveniently Located Brooklyn Apt;private room;60 dollars;Brooklyn, Brownsville;Veralyn;21/05/2026
8322478;Designers brownstone in Bed-Stuy;entire home/apt;135 dollars;Brooklyn, Bedford-Stuyvesant;Mia;21/07/2001
8323015;Caribbean Retreat in the heart of Brooklyn;Entire home/apt;90 dollars;Brooklyn, East Flatbush;Everol;21/07/2002
8326389;Exquisite Apartment in Hip Hamilton Heights;Private room;85 dollars;Manhattan, Harlem;Edward;21/06/2011
8327302;Spacious bedroom;Private room;62 dollars;Brooklyn, Flatbush;Nick;21/06/2019
8327773;Gorgeous Brooklyn Brownstone Flat, Great Location!;entire home/apt;155 dollars;Brooklyn, Bedford-Stuyvesant;Jason;21/06/2019
8335539;Comfy bed in a beautiful apartment!;Shared room;50 dollars;Brooklyn, Bushwick;Julie;21/06/2025
8339036;Top Floor 1 Bedroom Apt XpressTrain;Entire home/apt;78 dollars;Brooklyn, Midwood;Sam;21/06/2020
8341556;#NAME?;Private room;55 dollars;Manhattan, Harlem;Gordon M;21/05/2026
8342009;Cozy apartment with lots of light;Private room;120 dollars;Queens, Long Island City;Gabriela;21/04/2022
8343222;New Apartment, Close to Ferry;Entire home/apt;80 dollars;Staten Island, Silver Lake;Mona And Wally;21/07/2005
8354383;Artist 1.5 bedroom WHOLE apartment!;Entire home/apt;239 dollars;Manhattan, Gramercy;Kathy;21/01/2005
8364979;Modern • Sleek • Brooklyn;ENTIRE HOME/APT;200 dollars;Brooklyn, Williamsburg;Evonne;21/05/2021
8365647;1 Bedroom/1 Bathroom in Riverdale (close to HIR);PRIVATE ROOM;65 dollars;Bronx, Riverdale;Long;21/05/2018
8367486;Private Bed/Bath-Central Park Views;Private room;99 dollars;Manhattan, Upper West Side;Ericka;21/06/2018
8368794;Modern Lux Furnished 1 Bedroom Apt;ENTIRE HOME/APT;140 dollars;Manhattan, Chelsea;Sid;21/06/2001
8369401;Peaceful South Slope Living Quarters;entire home/apt;123 dollars;Brooklyn, Windsor Terrace;Deborah;21/07/2003
8369857;International Meeting Place_Room 2;private room;125 dollars;Brooklyn, Flatlands;Sinaly;21/05/2019
8369895;Spacious Chelsea Loft!;entire home/apt;299 dollars;Manhattan, Chelsea;Matthew;21/05/2003
8370236;Barbara's Home Stay;PRIVATE ROOM;55 dollars;Brooklyn, Flatbush;Barbara;21/07/2002
8373265;Huge Private Cool 1BR Harlem -Close 2 Central Park;Entire home/apt;150 dollars;Manhattan, Harlem;Lisa;21/01/2002
8381953;Tranquil Apt with Garden Access;Entire home/apt;124 dollars;Manhattan, Harlem;Sheena;21/06/2015
8382660;One cozy bedroom in Bay Ridge NY;Private room;85 dollars;Brooklyn, Bay Ridge;Keiko, Harumi & Eric;21/06/2026
8385108;Cozy private room;private room;100 dollars;Manhattan, Harlem;El Haj;21/01/2002
8385284;2 bdrm apt in Bushwick off L,M;Entire home/apt;82 dollars;Brooklyn, Bushwick;Fiorella;21/02/2024
8388864;Quiet Bedroom in Cobble Hill;Private room;59 dollars;Brooklyn, Boerum Hill;Sloan;21/06/2029
8389302;Elegant Sanctuary close to all;entire home/apt;135 dollars;Brooklyn, Fort Greene;Lidia;21/01/2025
8392929;AFFORDABLE & COZY IN SUNSET PARK;private room;35 dollars;Brooklyn, Sunset Park;Isaac, Linda & Noelia;21/06/1930
8398955;LaGuardia Room with Private Entrance(2)!;private room;50 dollars;Queens, East Elmhurst;Laura;21/06/2024
8400115;Brooklyn bohemian haven;Private room;60 dollars;Brooklyn, Greenpoint;AnnMarie;21/05/1931
8402207;BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW;private room;28 dollars;Bronx, Soundview;Alicia;21/06/2021
8403327;Sunny Apt in Williamsburg Brooklyn;ENTIRE HOME/APT;110 dollars;Brooklyn, Williamsburg;Karen;21/01/2001
8405978;Eclectic bedroom in FiDi Brick Loft;Private room;90 dollars;Manhattan, Financial District;Jared;21/04/2015
8407963;Gilded Age Bohemia;ENTIRE HOME/APT;185 dollars;Manhattan, Midtown;Amanda;21/05/2019
8409178;Private large bedroom in the heart of NYC!!;Private room;195 dollars;Manhattan, Midtown;Michelle;21/06/2027
8409459;Greenpoint Brooklyn Modern Charm II;ENTIRE HOME/APT;150 dollars;Brooklyn, Greenpoint;Robbin;21/06/2018
8410347;Haven In The Heights - Huge, Bright Bedroom!;PRIVATE ROOM;70 dollars;Manhattan, Washington Heights;Bruce & Suzanne;21/01/2002
8411164;New York - Theatre District- Luxury Building;Entire home/apt;450 dollars;Manhattan, Hell's Kitchen;Salvatore;21/06/1930
8414314;Huge Space in Williamsburg BK;Private room;65 dollars;Brooklyn, Williamsburg;Matt;21/03/2016
8416015;Cozy apt 20 minutes to Manhattan;Entire home/apt;104 dollars;Queens, Jackson Heights;Enzo;21/06/2022
8420870;Perfect,  Private 1-Bdrm Union Squar;ENTIRE HOME/APT;190 dollars;Manhattan, Gramercy;Jp;21/06/2027
8423636;Large Brooklyn Apt,Private Backyard;Entire home/apt;80 dollars;Brooklyn, Crown Heights;Elissa;21/06/2029
8423666;"""Bloom of Floral Park"" 1 BR Basement Suite";Private room;65 dollars;Queens, Bellerose;Mordeana;21/05/2029
8426584;Sunny large apt facing huge park. 20min2Manhattan;Private room;80 dollars;Brooklyn, Prospect-Lefferts Gardens;Clifford;21/05/2027
8426874;Private Holiday Loft in the East Village;Entire home/apt;120 dollars;Manhattan, East Village;Jonathan;21/01/2001
8427638;NYC CHIC!!!  LARGE STUDIO APT on UWS;ENTIRE HOME/APT;190 dollars;Manhattan, Upper West Side;Katie;21/05/2012
8431626;Lovely bedroom/private full bath in Brooklyn;private room;52 dollars;Brooklyn, Bedford-Stuyvesant;Victoria;21/05/2006
8431906;Lovely 2 bed/2 bath Bed Stuy oasis;entire home/apt;110 dollars;Brooklyn, Bedford-Stuyvesant;Victoria;21/05/2028
8438775;Private BR & Bath near Central Park;Private room;137 dollars;Manhattan, Upper West Side;Gabi;21/06/2028
8439145;Beautiful, Secure, Central NYC Apartment!;Entire home/apt;149 dollars;Manhattan, Midtown;George;21/01/2001
8440352;Private bedroom in great LES spot;Private room;70 dollars;Manhattan, Lower East Side;Susie;21/06/2021
8441969;Full Bedroom Avaliable, Astoria;Private room;99 dollars;Queens, Astoria;Carlos;21/06/2017
8442997;1,000 Square Foot Apt - in MANHATTAN!;Entire home/apt;235 dollars;Manhattan, Washington Heights;Pooja;21/03/2010
8444013;Cozy Wkd Getaway Spot in Prime BK;Entire home/apt;95 dollars;Brooklyn, Crown Heights;Jennifer;21/04/2026
8444227;Private Room in Heart of Soho;Private room;95 dollars;Manhattan, SoHo;Joel;21/06/2004
8444619;NYC Room near Central Park East !!!;private room;85 dollars;Manhattan, Upper East Side;Millie;21/06/2020
8456825;Bushwick Oasis;entire home/apt;70 dollars;Brooklyn, Bushwick;Tom And Claudia;21/06/2022
8458505;Rosie's Home away from HomeBrooklyn;entire home/apt;55 dollars;Brooklyn, East Flatbush;Yvette And Ashley;21/06/2023
8458966;Bedroom In Midtown East;private room;95 dollars;Manhattan, Upper East Side;Aldi;21/05/2024
8459744;Studio style Room with private bath;Entire home/apt;89 dollars;Queens, East Elmhurst;Tsepak;21/05/2027
8470281;Cozy room in the city;Private room;60 dollars;Manhattan, Harlem;Ricky;21/01/2001
8472069;Cute & Comfy Williamsburg Refuge;private room;80 dollars;Brooklyn, Williamsburg;Josh & Chris;21/06/2029
8472812;2 bedroom apt 1 min walk to train;Entire home/apt;130 dollars;Queens, Astoria;Noelle;21/05/1931
8473811;NYC.ANGUS.5. 20.min to manhattan;entire home/apt;200 dollars;Brooklyn, Bedford-Stuyvesant;Michael;21/06/2022
8474859;Beautiful 1 Bedroom + futon;Entire home/apt;130 dollars;Brooklyn, Columbia St;Eli;21/05/2019
8479799;CLASSIC GUEST ROOM - UWS Townhouse;Private room;135 dollars;Manhattan, Upper West Side;Leslie;21/07/2005
8480087;West Side Studio Apartment;entire home/apt;165 dollars;Manhattan, Upper West Side;Leslie;21/05/2024
8485057;Affordable Artistic Apartment;Entire home/apt;80 dollars;Brooklyn, Sunset Park;Nikolina;21/06/2016
8496622;Studio in heart of NYC;ENTIRE HOME/APT;99 dollars;Manhattan, Chinatown;Tara;21/07/2001
8499719;Huge Room, Safe Neighborhood,Near Manhattan;PRIVATE ROOM;75 dollars;Queens, Astoria;Sebastian & Andrea;21/06/2018
8504263;Room for Female in NoHo/EastVillage;private room;100 dollars;Manhattan, East Village;Betsy;21/04/2020
8504666;Brownstone DUPLEX - Near Subway;Entire home/apt;200 dollars;Brooklyn, Bedford-Stuyvesant;Danielle;21/06/2013
8504873;Private Bedroom in Chic East Village Apartment;Private room;149 dollars;Manhattan, East Village;Dallas;21/06/2019
8505781;Immaculate Bedroom;Private room;55 dollars;Queens, Jamaica;Annesha;21/07/2007
8506745;Comfy Bed in Clinton Hill Loft;Shared room;29 dollars;Brooklyn, Bedford-Stuyvesant;Hannah;21/02/2026
8506757;Brownstone in Brooklyn Heights;Entire home/apt;195 dollars;Brooklyn, Brooklyn Heights;Andrew;21/06/2004
8507768;Charming Bedroom, Prime Manhattan Near Museum Mile;Private room;70 dollars;Manhattan, Upper East Side;Jessica M.;21/05/2017
8511404;Big bed, cosy room, groovy LES apt!;Private room;90 dollars;Manhattan, Chinatown;Illtyd;21/06/2024
8516438;Charming East Village Studio;entire home/apt;149 dollars;Manhattan, East Village;Veronica;21/06/2013
8518051;Cozy Living Environment;entire home/apt;100 dollars;Bronx, Clason Point;Taft;21/07/2003
8520094;Quaint 1 Bedroom in Happenin' E.V;Entire home/apt;199 dollars;Manhattan, East Village;Ed;21/07/2006
8522395;Harmony House 1 on Madison Street;Private room;39 dollars;Brooklyn, Bedford-Stuyvesant;Garnet;21/06/2024
8522933;Charming Cottage in Huge Victorian;ENTIRE HOME/APT;77 dollars;Brooklyn, Flatbush;Yves;21/07/2001
8525172;Shared Studio (NO PRIVACY) On The Upper East Side;Shared room;62 dollars;Manhattan, Upper East Side;Brianna;21/06/2023
8525477;Room in private Victorian house;private room;55 dollars;Queens, Richmond Hill;Herman;21/05/2018
8530517;Sundrenched, Beautiful New Reno;entire home/apt;172 dollars;Brooklyn, Sunset Park;Benjamin;21/06/2013
8532358;Smile APT in BK;PRIVATE ROOM;60 dollars;Brooklyn, Crown Heights;Stephan;21/01/2001
8532763;D Rm 12 Sgl Pensione-like Hrt of Bk;Private room;72 dollars;Brooklyn, Boerum Hill;Hayes;21/06/2026
8533225;Huge Duplex only minutes from NYC;Entire home/apt;229 dollars;Brooklyn, Bushwick;Omar And Kareema;21/06/2016
8533457;Close to everything, transportation;private room;70 dollars;Queens, Jamaica;Roland;21/06/2013
8534893;East Village Gem;Private room;99 dollars;Manhattan, East Village;Trevor;21/06/2020
8535434;Large Soho Studio Loft;Entire home/apt;125 dollars;Manhattan, SoHo;James;21/06/1930
8536270;Walk to UN, Macy's & Empire State B;Entire home/apt;190 dollars;Manhattan, Murray Hill;Mike;21/07/2002
8538077;Cozy bright apt with a touch of rustic charm -;Entire home/apt;250 dollars;Brooklyn, Cobble Hill;Dawn;21/06/2024
8541991;Comfortable Private Apartment in Heart of Flatbush;entire home/apt;99 dollars;Brooklyn, Midwood;Judy;21/06/2017
8547691;Amazing view from luxury building near Times Sq;Private room;135 dollars;Manhattan, Hell's Kitchen;Dave;21/05/2005
8548971;Reno'ed 2bed/2bath walk-up~East Village~Pristine!;entire home/apt;425 dollars;Manhattan, East Village;Nick;21/06/2022
8552070;Sunny Greenpoint Room;PRIVATE ROOM;70 dollars;Brooklyn, Greenpoint;Juan;21/05/2020
8555250;Nice small room for 1 person, near Times Square!;Private room;115 dollars;Manhattan, Theater District;Eugene;21/06/2016
8555872;C Rm 11 Dbl Pensione-like Hrt of Bk;private room;74 dollars;Brooklyn, Boerum Hill;Hayes;21/06/2024
8558627;Tulsi's Private Cozy Studio;Private room;48 dollars;Brooklyn, Cypress Hills;Shivaul;21/04/2015
8568094;CONDO big space lots of mirrors;PRIVATE ROOM;100 dollars;Manhattan, Harlem;Vincent;21/06/2009
8571594;3 Bdrm Family Friendly Suite;ENTIRE HOME/APT;145 dollars;Brooklyn, Bedford-Stuyvesant;Sherry & Ivan;21/05/2021
8588621;Room in beautiful Brownstone Apt;PRIVATE ROOM;60 dollars;Brooklyn, Crown Heights;Erin;21/05/1930
8589444;Large Sunny Williamsburg Apt Near L Train #1;private room;70 dollars;Brooklyn, Williamsburg;Curtis;21/06/2001
8589668;Gorgeous, sun-filled LES 1 bedoom;entire home/apt;175 dollars;Manhattan, Chinatown;Brooke;21/05/2003
8589729;Magnolia House Saint George;Entire home/apt;144 dollars;Staten Island, St. George;Danforth;21/06/1930
8593656;SMALL AND COZY PARISIAN STYLE APT IN EAST HARLEM;private room;75 dollars;Manhattan, East Harlem;Caroline;21/06/2023
8593798;Rustic, Warm Decor in Historic Crown Heights;entire home/apt;80 dollars;Brooklyn, Crown Heights;Jovanna;21/05/2025
8595036;Cozy room in the heart of Astoria;PRIVATE ROOM;69 dollars;Queens, Astoria;Nadir;21/06/2024
8595149;Prime location, Renovated,Inspiring;Entire home/apt;150 dollars;Manhattan, Upper East Side;Elena;21/06/2028
8595394;Sunny Room in Renovated Brooklyn Townhouse;PRIVATE ROOM;55 dollars;Brooklyn, Clinton Hill;Alihan;21/05/2012
8608243;Boerum Hill Central Downtwn BK Apt!;Entire home/apt;150 dollars;Brooklyn, Downtown Brooklyn;Devon;21/04/2029
